CPU,Time,N0 free,N2 free,N4 free,N6 free,Copy: Best,Copy: Avg,Copy: Min,Copy: Max,Scale: Best,Scale: Avg,Scale: Min,Scale: Max,Add: Best,Add: Avg,Add: Min,Add: Max,Triad: Best,Triad: Avg,Triad: Min,Triad: Max
16,1476132316.6019793,3250,1702,1746,7210,2766.2,0.145341,0.144601,0.145834,2721.0,0.147884,0.147007,0.148546,2900.7,0.207181,0.206846,0.207760,2914.6,0.206735,0.205858,0.207229
32,1476132326.5736895,3772,1702,1747,7211,2185.8,0.183636,0.182999,0.184511,2130.7,0.189026,0.187733,0.190239,2243.4,0.268400,0.267451,0.269090,2244.5,0.268176,0.267321,0.269155
41,1476132333.8668573,3258,1705,1747,7211,3235.2,0.139268,0.123641,0.147387,3040.6,0.140957,0.131552,0.144990,3211.1,0.189009,0.186849,0.189788,3216.8,0.189108,0.186519,0.190102
0,1476132610.0189087,3220,1702,1721,7220,2790.2,0.156458,0.143359,0.170834,2791.2,0.151223,0.143309,0.167608,3534.0,0.204347,0.169780,0.218725,3298.3,0.203382,0.181912,0.220721
21,1476132626.1953123,3226,1705,1729,7220,1971.8,0.306825,0.202862,0.345831,1965.7,0.309913,0.203492,0.347327,1989.5,0.458789,0.301588,0.516894,1998.6,0.466654,0.300216,0.516569
25,1476132633.7857375,3226,1706,1730,7221,2957.5,0.137805,0.135249,0.141421,2899.4,0.144225,0.137961,0.146640,3237.3,0.207427,0.185337,0.211408,3140.8,0.202388,0.191034,0.230730
47,1476132641.6963794,3224,1706,1730,7221,2842.3,0.146216,0.140733,0.148275,2704.0,0.152036,0.147930,0.152894,3009.8,0.208486,0.199346,0.210697,2951.0,0.207636,0.203322,0.212161
5,1476132905.4288585,3984,1750,1754,7236,5781.8,0.079326,0.069183,0.092256,5691.6,0.079703,0.070279,0.091518,6358.1,0.105267,0.094368,0.119724,6370.9,0.102535,0.094178,0.111895
15,1476132912.7959075,3947,1749,1757,7235,2971.2,0.137117,0.134627,0.142024,2971.5,0.137140,0.134614,0.142377,3015.4,0.201034,0.198981,0.205611,3016.6,0.201452,0.198901,0.207057
31,1476132919.099542,3962,1750,1758,7236,3555.2,0.118240,0.112511,0.132073,3597.2,0.119152,0.111199,0.136688,3846.1,0.164785,0.156004,0.179086,3841.6,0.164230,0.156184,0.184339
38,1476132924.8048553,3974,1750,1758,7236,3951.5,0.107791,0.101227,0.121006,3966.4,0.106557,0.100846,0.115423,4201.0,0.150278,0.142824,0.162034,4207.7,0.152150,0.142595,0.168993
6,1476133206.7083273,3499,1730,1756,7223,4285.2,0.094960,0.093344,0.097314,4390.4,0.092066,0.091108,0.093419,4743.2,0.127338,0.126498,0.128522,4757.6,0.126707,0.126114,0.127619
23,1476133217.4307268,4099,1741,1755,7230,2043.5,0.195976,0.195740,0.196373,2045.8,0.195784,0.195519,0.195955,2036.5,0.294986,0.294627,0.295229,2037.3,0.294798,0.294513,0.295196
24,1476133222.7993526,4104,1743,1756,7231,4124.1,0.099729,0.096992,0.111056,4151.4,0.098850,0.096354,0.107500,4370.0,0.140003,0.137300,0.150093,4373.5,0.139627,0.137191,0.149450
45,1476133229.0759718,4097,1736,1757,7232,3512.6,0.116018,0.113874,0.122182,3524.4,0.115552,0.113496,0.120984,3781.7,0.161729,0.158659,0.171013,3788.8,0.161213,0.158361,0.172284
4,1476133506.8742623,3984,1726,1748,7228,5762.4,0.097498,0.069415,0.146638,5779.9,0.097046,0.069205,0.144443,6475.6,0.127496,0.092655,0.186664,6243.0,0.136262,0.096108,0.188918
22,1476133517.9858446,3402,1722,1748,7214,1973.0,0.204788,0.202736,0.213982,1980.7,0.204907,0.201946,0.207746,1987.1,0.302761,0.301953,0.305764,1990.8,0.302404,0.301383,0.305843
27,1476133526.441217,3403,1723,1746,7214,2873.4,0.158551,0.139209,0.180809,2580.4,0.163557,0.155015,0.183277,2927.0,0.215209,0.204991,0.233945,3074.5,0.210622,0.195156,0.219949
37,1476133534.7143831,3476,1744,1747,7213,2575.9,0.160199,0.155287,0.179408,2581.4,0.161128,0.154957,0.168090,2953.5,0.212454,0.203151,0.229352,2911.0,0.215567,0.206116,0.247027
9,1476133806.920541,4045,1749,1749,7227,4642.9,0.093137,0.086153,0.096549,4922.6,0.089392,0.081258,0.093282,5169.0,0.124068,0.116077,0.128189,5226.9,0.123364,0.114790,0.127347
17,1476133814.165707,4055,1749,1750,7232,2985.5,0.134082,0.133980,0.134186,2981.4,0.134236,0.134165,0.134370,3031.4,0.198168,0.197929,0.198282,3031.4,0.198083,0.197926,0.198217
25,1476133819.974384,4057,1750,1751,7233,4118.3,0.104535,0.097127,0.108422,4146.0,0.103571,0.096478,0.108396,4370.0,0.146203,0.137299,0.152258,4371.0,0.145503,0.137268,0.151937
36,1476133825.3545578,4056,1750,1751,7233,4008.6,0.100245,0.099785,0.100950,4017.7,0.099799,0.099559,0.100140,4233.9,0.141819,0.141713,0.141912,4234.3,0.141789,0.141699,0.141966
10,1476134110.3837807,3395,1679,1736,7085,3363.6,0.151287,0.118921,0.157510,2784.3,0.151770,0.143664,0.155188,3229.3,0.194978,0.185799,0.198989,3551.6,0.192950,0.168937,0.199690
22,1476134121.7857351,3397,1679,1739,7084,1974.1,0.202856,0.202625,0.203238,1974.3,0.203983,0.202603,0.205016,1989.3,0.301709,0.301615,0.301848,1998.1,0.301373,0.300280,0.301823
26,1476134129.9065716,3400,1696,1730,7076,3661.2,0.151872,0.109253,0.160373,3244.3,0.154057,0.123292,0.161231,3656.6,0.203116,0.164087,0.213479,3938.1,0.201668,0.152356,0.212689
39,1476134138.0436413,3398,1701,1730,7074,2935.7,0.155094,0.136253,0.159836,2866.4,0.157684,0.139550,0.161926,3433.8,0.205120,0.174733,0.214736,3161.7,0.207513,0.189769,0.214567
2,1476134405.6654162,4047,1710,1719,7064,5874.7,0.073561,0.068088,0.078007,5849.8,0.073080,0.068378,0.076590,6581.0,0.098291,0.091171,0.103388,6583.1,0.097975,0.091142,0.102850
14,1476134413.0143547,4057,1710,1731,7064,2983.5,0.136718,0.134071,0.137275,2973.0,0.136891,0.134544,0.137341,3027.6,0.201134,0.198179,0.201668,2999.3,0.201156,0.200044,0.201607
35,1476134419.0650778,4061,1712,1732,7066,3598.4,0.112051,0.111161,0.114411,3614.4,0.111391,0.110667,0.112924,3871.5,0.156236,0.154978,0.159233,3878.5,0.155904,0.154699,0.159094
47,1476134425.2018454,4060,1712,1733,7066,3519.3,0.113855,0.113659,0.114094,3531.2,0.113548,0.113276,0.113930,3793.1,0.158305,0.158181,0.158473,3799.4,0.158158,0.157921,0.159044
10,1476134706.596327,3405,1702,1708,7065,4668.2,0.093546,0.085686,0.097107,4812.5,0.090212,0.083116,0.093651,5202.2,0.124410,0.115337,0.128564,5194.8,0.123872,0.115500,0.127925
16,1476134713.8213413,3406,1701,1708,7070,2994.3,0.133741,0.133589,0.133908,2991.2,0.133837,0.133725,0.133948,3039.2,0.197554,0.197423,0.197648,3039.4,0.197491,0.197407,0.197665
29,1476134719.383158,3407,1701,1709,7070,4082.0,0.104279,0.097990,0.108852,4114.3,0.103065,0.097223,0.108233,4326.9,0.146412,0.138667,0.153751,4339.6,0.145827,0.138261,0.155645
38,1476134724.9359696,3403,1701,1709,7071,4011.6,0.103715,0.099711,0.111151,4018.4,0.104234,0.099542,0.111017,4242.1,0.147684,0.141440,0.155461,4245.1,0.147464,0.141338,0.155092
3,1476135010.162738,2238,1692,1715,7068,2620.5,0.157318,0.152644,0.164703,2625.9,0.157755,0.152326,0.163452,3106.6,0.199646,0.193135,0.205864,3078.6,0.199894,0.194894,0.202741
12,1476135019.215757,2272,1699,1721,7073,2745.4,0.157545,0.145697,0.192390,2688.0,0.159316,0.148812,0.198523,2860.1,0.219814,0.209780,0.279649,2871.3,0.218066,0.208962,0.281753
27,1476135026.393449,2845,1700,1721,7073,3286.7,0.136849,0.121703,0.140385,3050.1,0.139628,0.131144,0.141498,3226.9,0.187398,0.185938,0.188902,3393.6,0.186259,0.176806,0.189444
45,1476135036.5031347,2838,1699,1723,7070,2328.5,0.185004,0.171783,0.187359,2275.3,0.189567,0.175802,0.193101,2381.7,0.270512,0.251917,0.273686,2252.5,0.271393,0.266375,0.272817
8,1476135307.53722,3420,1680,1723,7071,4519.3,0.094646,0.088509,0.099755,4794.0,0.090840,0.083438,0.096846,5121.6,0.126349,0.117152,0.133215,5197.1,0.125533,0.115449,0.129898
12,1476135315.0331697,3417,1680,1708,7074,2986.6,0.138300,0.133933,0.158610,2983.1,0.141608,0.134089,0.163421,3030.0,0.204110,0.198018,0.220633,3028.3,0.204285,0.198128,0.221637
32,1476135323.5329053,2835,1680,1710,7053,2725.4,0.161434,0.146769,0.164054,2423.4,0.166550,0.165060,0.168531,2759.2,0.220697,0.217457,0.223180,2831.0,0.219200,0.211937,0.222507
44,1476135332.0796926,2836,1680,1693,7050,2737.8,0.163903,0.146100,0.174251,2404.5,0.168942,0.166355,0.171982,2742.9,0.224324,0.218745,0.227837,3250.1,0.218859,0.184607,0.227131
3,1476135605.18255,3485,1674,1714,7085,5772.2,0.076899,0.069297,0.079372,5635.2,0.075396,0.070982,0.077128,6474.1,0.101833,0.092677,0.106134,6524.6,0.101144,0.091959,0.103178
20,1476135616.0430903,3492,1675,1717,7085,2039.9,0.196248,0.196084,0.196387,2040.9,0.196224,0.195992,0.197036,2033.4,0.295258,0.295074,0.295438,2032.5,0.295451,0.295198,0.296027
32,1476135622.238737,3480,1676,1718,7086,3586.3,0.115248,0.111536,0.121309,3601.2,0.113709,0.111075,0.118750,3857.6,0.161115,0.155539,0.168608,3858.4,0.161879,0.155506,0.173349
36,1476135627.9750736,3469,1677,1719,7086,3982.6,0.107385,0.100438,0.116027,3996.4,0.106786,0.100089,0.115929,4220.0,0.151734,0.142181,0.163113,4222.1,0.150200,0.142108,0.159724
0,1476135905.7994297,3418,1669,1712,7080,5632.3,0.082189,0.071019,0.095032,5512.5,0.078111,0.072562,0.085178,6265.6,0.105341,0.095761,0.124776,6366.5,0.106187,0.094243,0.120108
12,1476135913.209449,3441,1668,1717,7079,2947.6,0.137445,0.135702,0.137781,2947.9,0.137467,0.135692,0.137898,2965.7,0.202635,0.202310,0.203721,2967.3,0.202336,0.202201,0.202467
24,1476135919.0471957,3497,1669,1717,7080,3963.9,0.106477,0.100911,0.108429,4046.9,0.105263,0.098841,0.108105,4245.3,0.148580,0.141333,0.152051,4248.6,0.148252,0.141222,0.151647
42,1476135925.2221515,3496,1669,1718,7080,3501.4,0.114601,0.114241,0.115048,3516.0,0.114149,0.113766,0.114586,3777.1,0.159728,0.158852,0.160806,3782.1,0.159610,0.158643,0.160683
2,1476136205.8453808,3390,1648,1715,7086,5688.0,0.076913,0.070324,0.079851,5710.4,0.075180,0.070047,0.078798,6375.5,0.101286,0.094110,0.105815,6261.8,0.101155,0.095819,0.106000
12,1476136213.202377,3380,1653,1714,7090,2972.8,0.136616,0.134555,0.140418,2974.0,0.136396,0.134500,0.138304,3018.1,0.200639,0.198803,0.203372,3018.0,0.200596,0.198810,0.202465
33,1476136219.533679,3305,1654,1715,7091,3571.1,0.118845,0.112011,0.128133,3595.8,0.117795,0.111241,0.126915,3851.6,0.162257,0.155779,0.169801,3852.5,0.163368,0.155745,0.179235
45,1476136225.8179724,3349,1653,1716,7093,3500.5,0.117750,0.114268,0.132391,3510.2,0.116470,0.113954,0.124892,3777.0,0.163173,0.158855,0.172121,3775.1,0.163356,0.158937,0.171588
9,1476136506.3574865,3255,1641,1715,7082,4587.1,0.095256,0.087201,0.101267,4905.4,0.091457,0.081543,0.100825,5182.0,0.128534,0.115785,0.146358,5155.0,0.129889,0.116392,0.142293
12,1476136513.744415,3240,1640,1715,7084,2967.5,0.137116,0.134794,0.146880,2966.4,0.137241,0.134844,0.144878,3012.7,0.201149,0.199158,0.206329,3011.2,0.200730,0.199255,0.202885
27,1476136519.4495015,3300,1640,1716,7085,4072.0,0.109320,0.098231,0.118425,4109.3,0.105876,0.097341,0.120038,4335.9,0.148564,0.138380,0.166545,4332.7,0.147523,0.138481,0.153220
44,1476136525.8932343,3294,1640,1716,7085,3507.7,0.119214,0.114035,0.131935,3499.3,0.120586,0.114309,0.141010,3762.0,0.169758,0.159491,0.193683,3763.7,0.165057,0.159418,0.171650
1,1476136806.2124884,3232,1625,1717,7021,5229.8,0.084840,0.076485,0.100458,5343.1,0.082714,0.074863,0.096477,6113.6,0.112180,0.098142,0.135777,5819.4,0.112345,0.103103,0.128751
22,1476136816.8975978,3197,1628,1717,7035,2035.1,0.196882,0.196547,0.198276,2036.8,0.196640,0.196389,0.197141,2030.1,0.296006,0.295547,0.296433,2030.3,0.295864,0.295521,0.296824
27,1476136822.7759602,3207,1631,1718,7026,3978.2,0.110063,0.100548,0.122574,3811.5,0.109107,0.104945,0.116987,4325.6,0.150628,0.138710,0.156472,4314.5,0.151499,0.139066,0.167558
43,1476136829.169904,3217,1632,1718,7032,3486.5,0.119136,0.114727,0.129325,3513.8,0.118129,0.113838,0.126274,3746.4,0.168946,0.160153,0.194637,3756.4,0.166355,0.159727,0.177441
5,1476137105.7453246,3324,1447,1633,7078,5708.5,0.077915,0.070071,0.081162,5652.8,0.075885,0.070761,0.077970,6230.1,0.101744,0.096307,0.105746,6266.1,0.101926,0.095754,0.104165
23,1476137116.434781,3320,1453,1633,7078,2034.4,0.196812,0.196615,0.197792,2035.8,0.196744,0.196482,0.197718,2028.7,0.296920,0.295753,0.305055,2029.0,0.296085,0.295713,0.297355
24,1476137121.8155713,3318,1443,1636,7076,4115.3,0.100268,0.097199,0.109022,4146.4,0.098993,0.096470,0.107582,4361.0,0.140609,0.137583,0.149022,4365.7,0.140176,0.137435,0.148304
47,1476137128.5374925,3317,1442,1636,7076,3506.5,0.119119,0.114073,0.121435,3500.0,0.118518,0.114286,0.120723,3748.2,0.167481,0.160077,0.171679,3755.4,0.167063,0.159769,0.171390
5,1476137405.4467237,3263,1437,1621,7038,5800.2,0.075073,0.068963,0.079898,5742.8,0.074538,0.069653,0.079236,6481.1,0.099622,0.092577,0.104777,6493.6,0.098620,0.092398,0.103429
13,1476137412.7915142,3264,1440,1625,7040,2971.9,0.135853,0.134595,0.137429,2972.0,0.135776,0.134588,0.137580,3015.8,0.200462,0.198949,0.202701,3017.0,0.200250,0.198873,0.202435
32,1476137418.8110049,3266,1443,1625,7042,3597.5,0.111534,0.111188,0.111961,3612.1,0.111029,0.110740,0.111230,3876.5,0.155348,0.154777,0.156064,3875.1,0.155476,0.154833,0.157113
40,1476137424.7642317,3271,875,1630,7044,3587.4,0.112161,0.111501,0.112554,3597.6,0.112073,0.111186,0.112523,3834.0,0.157763,0.156494,0.158567,3839.8,0.157251,0.156257,0.158115
4,1476137706.130484,2185,886,1594,7039,5516.1,0.077131,0.072515,0.080557,5638.2,0.080505,0.070944,0.090597,6362.9,0.103111,0.094297,0.112969,6376.1,0.101654,0.094101,0.112258
23,1476137716.8611417,2182,891,1597,7040,2024.8,0.197781,0.197548,0.198334,2028.4,0.197592,0.197196,0.197841,2023.1,0.297415,0.296571,0.297684,2021.6,0.297546,0.296788,0.297789
24,1476137722.5242267,2165,891,1596,7040,4043.9,0.107309,0.098913,0.113414,4112.0,0.105676,0.097277,0.110138,4340.3,0.150696,0.138240,0.161728,4346.4,0.151860,0.138046,0.159639
39,1476137728.4261816,2195,891,1596,7041,3823.7,0.110011,0.104611,0.115703,3921.2,0.108431,0.102010,0.113932,4104.9,0.154280,0.146165,0.166721,4108.8,0.155151,0.146029,0.169511
8,1476138007.0911808,2404,1506,1669,6999,4680.0,0.092597,0.085470,0.097648,4955.2,0.088415,0.080724,0.093489,5235.8,0.123205,0.114596,0.129258,5258.7,0.123030,0.114096,0.127894
23,1476138017.7544265,2405,1507,1672,6999,2037.6,0.196482,0.196314,0.196633,2037.7,0.196423,0.196298,0.196546,2031.5,0.295456,0.295348,0.295632,2030.8,0.295604,0.295455,0.295705
28,1476138023.2213435,2406,1508,1674,7000,4109.3,0.103186,0.097340,0.109650,4144.7,0.102284,0.096510,0.108484,4360.2,0.145005,0.137607,0.153134,4365.0,0.145449,0.137456,0.152554
44,1476138029.5619009,2406,1508,1674,7000,3484.7,0.117430,0.114786,0.119922,3499.7,0.116542,0.114296,0.119181,3742.6,0.164582,0.160318,0.169628,3741.2,0.164221,0.160376,0.169199
5,1476138305.1722994,2443,1513,1668,6995,5744.9,0.075646,0.069627,0.079529,5708.1,0.074718,0.070076,0.077408,6491.3,0.100202,0.092431,0.104312,6492.0,0.099380,0.092421,0.103809
17,1476138312.570665,2443,1513,1668,6997,2978.0,0.136747,0.134317,0.137878,2978.6,0.136595,0.134291,0.137778,3023.7,0.201569,0.198433,0.202727,3014.6,0.201557,0.199033,0.202265
25,1476138317.9184458,2461,1513,1669,6998,4106.0,0.099225,0.097419,0.103699,4141.7,0.098246,0.096578,0.101958,4362.5,0.140364,0.137535,0.149261,4364.5,0.140212,0.137473,0.150862
47,1476138324.17329,2483,1513,1670,6998,3504.5,0.115871,0.114140,0.119946,3519.0,0.115061,0.113670,0.118736,3773.7,0.161342,0.158996,0.168236,3777.6,0.160982,0.158831,0.166997
4,1476138605.7817276,2458,1503,1669,6987,5785.7,0.076849,0.069136,0.079912,5658.9,0.076487,0.070685,0.080361,6473.1,0.101864,0.092691,0.105723,6506.7,0.101344,0.092212,0.104556
14,1476138613.1597219,2608,1520,1678,6987,2968.5,0.136129,0.134750,0.139923,2968.3,0.135884,0.134757,0.139488,3013.3,0.201132,0.199119,0.206901,3016.3,0.200607,0.198917,0.204589
30,1476138620.0118546,2475,1522,1672,6982,3391.0,0.131696,0.117960,0.153298,3485.9,0.133382,0.114747,0.157771,3721.4,0.182484,0.161228,0.202253,3713.0,0.176441,0.161596,0.191809
41,1476138625.8162823,2314,1524,1676,6972,3964.6,0.107822,0.100892,0.132063,4003.2,0.108189,0.099919,0.143994,4222.8,0.147443,0.142086,0.159457,4223.8,0.147330,0.142051,0.155993
8,1476138906.387466,2382,1503,1675,6974,4601.5,0.097122,0.086929,0.108146,4713.8,0.094422,0.084857,0.106826,5151.4,0.129153,0.116473,0.144673,5150.9,0.126317,0.116484,0.129105
14,1476138913.794588,2389,1508,1674,6974,2959.4,0.137320,0.135163,0.140200,2958.6,0.136771,0.135197,0.138631,3005.1,0.202382,0.199658,0.203804,3008.1,0.202383,0.199460,0.205667
33,1476138920.1135907,2371,1509,1675,6974,3562.5,0.118274,0.112282,0.125933,3463.1,0.119674,0.115505,0.137345,3829.0,0.165436,0.156698,0.173421,3830.5,0.164013,0.156637,0.169155
38,1476138925.7929091,2371,1508,1675,6975,3956.4,0.107162,0.101102,0.116990,3980.6,0.108053,0.100487,0.119192,4196.9,0.150909,0.142964,0.158647,4210.9,0.150231,0.142489,0.156079
5,1476139206.2027416,2477,1512,1672,6978,5720.2,0.076352,0.069928,0.079139,5644.3,0.075314,0.070868,0.078780,6120.9,0.101131,0.098024,0.103475,6138.0,0.101177,0.097752,0.103489
16,1476139213.4639926,2482,1511,1674,6978,2980.6,0.134336,0.134199,0.134527,2977.5,0.134461,0.134340,0.134685,3025.6,0.198459,0.198308,0.198698,3025.2,0.198466,0.198335,0.198611
25,1476139219.0604165,2481,1511,1675,6979,4112.5,0.105915,0.097265,0.108817,4137.4,0.105659,0.096680,0.108489,4363.2,0.149339,0.137513,0.152686,4363.4,0.149246,0.137506,0.152218
36,1476139224.9231484,2481,1511,1676,6979,3992.3,0.105041,0.100194,0.110812,4018.3,0.103821,0.099545,0.110044,4237.4,0.146715,0.141595,0.154326,4235.5,0.146499,0.141661,0.153656
7,1476139506.9085526,2445,1513,1671,6975,4673.6,0.093112,0.085587,0.097642,4979.3,0.088550,0.080333,0.093751,5224.9,0.123132,0.114835,0.128471,5247.5,0.123034,0.114340,0.127648
12,1476139514.215173,2444,1513,1676,6976,2977.1,0.134565,0.134359,0.134824,2974.9,0.134665,0.134460,0.134964,3021.1,0.198858,0.198604,0.199258,3022.8,0.198818,0.198493,0.199165
31,1476139520.213571,2445,1513,1677,6977,3599.2,0.111418,0.111136,0.111628,3609.4,0.110980,0.110823,0.111162,3874.9,0.155025,0.154841,0.155319,3877.0,0.154913,0.154758,0.155244
44,1476139526.3681123,2445,1514,1677,6977,3503.4,0.114557,0.114176,0.114884,3515.3,0.114121,0.113789,0.114436,3788.0,0.158597,0.158393,0.158945,3792.5,0.158517,0.158208,0.158944
9,1476139810.0086768,1601,1431,1612,6912,2658.5,0.154458,0.150461,0.156397,2654.6,0.153597,0.150683,0.154879,3142.1,0.196165,0.190954,0.198572,3646.7,0.193558,0.164531,0.198630
23,1476139826.9025674,1610,1439,1618,6930,1947.0,0.314129,0.205443,0.359509,1924.4,0.315040,0.207860,0.355342,1982.1,0.472481,0.302704,0.523582,1970.2,0.488005,0.304539,0.523878
29,1476139834.8816767,1608,1441,1619,6930,3262.1,0.138971,0.122621,0.141547,2868.8,0.143859,0.139432,0.149333,3196.6,0.208365,0.187700,0.213050,3300.3,0.207853,0.181802,0.227757
38,1476139843.0310612,1647,1442,1618,6930,2863.7,0.143085,0.139678,0.149198,2675.2,0.151346,0.149522,0.158399,3162.6,0.209270,0.189716,0.219232,4072.8,0.194565,0.147318,0.210233
6,1476140106.5325344,2218,1467,1614,6933,4601.4,0.094651,0.086930,0.098416,4914.0,0.091112,0.081400,0.094402,5188.4,0.125583,0.115642,0.129603,5199.5,0.124924,0.115395,0.129634
19,1476140117.1955094,2220,1465,1617,6932,2036.3,0.196567,0.196434,0.196869,2035.7,0.196607,0.196494,0.196891,2030.7,0.295599,0.295471,0.295818,2029.8,0.295745,0.295600,0.295946
29,1476140122.7723618,2218,1466,1617,6933,4067.9,0.105846,0.098330,0.109743,4106.1,0.105064,0.097415,0.109964,4319.5,0.148486,0.138904,0.154039,4330.1,0.147856,0.138566,0.153067
47,1476140129.055213,2210,1465,1617,6933,3505.3,0.114692,0.114112,0.116950,3518.3,0.114033,0.113691,0.114687,3784.6,0.159172,0.158538,0.160487,3785.3,0.158840,0.158507,0.159392
5,1476140408.1543057,1610,1464,1604,6928,3391.0,0.120833,0.117961,0.123790,3461.8,0.120535,0.115546,0.122981,3859.0,0.157397,0.155480,0.160366,3855.5,0.157471,0.155621,0.160453
19,1476140427.498884,1634,1471,1616,6940,1274.5,0.346802,0.313850,0.351242,1172.1,0.353061,0.341270,0.355250,1348.9,0.513688,0.444811,0.522675,1371.5,0.513222,0.437482,0.522953
34,1476140435.9451306,1632,1469,1616,6940,2771.1,0.147789,0.144348,0.148995,2846.8,0.151337,0.140508,0.153559,2939.1,0.212945,0.204141,0.220662,3015.7,0.210896,0.198961,0.212849
46,1476140444.1308434,1629,1471,1617,6941,2711.9,0.149293,0.147497,0.150470,2623.4,0.153618,0.152473,0.154665,2974.1,0.202549,0.201742,0.203605,2982.7,0.203037,0.201163,0.205017
1,1476140705.8442793,2195,1437,1618,6901,5755.4,0.076663,0.069500,0.082272,5631.8,0.075971,0.071025,0.078120,6229.2,0.103492,0.096320,0.106901,6217.6,0.102621,0.096500,0.108807
12,1476140713.1669126,2194,1436,1618,6903,2971.8,0.135683,0.134599,0.138132,2969.5,0.135901,0.134705,0.138138,3016.2,0.200375,0.198928,0.203028,3017.3,0.200522,0.198852,0.203091
35,1476140719.3656795,2193,1360,1621,6931,3585.6,0.114975,0.111557,0.118900,3599.8,0.114155,0.111118,0.118178,3870.1,0.160383,0.155035,0.168551,3870.1,0.159912,0.155036,0.168052
45,1476140725.6899304,2193,1356,1622,6931,3509.2,0.115867,0.113987,0.121352,3511.5,0.115770,0.113911,0.121178,3770.6,0.162421,0.159125,0.172315,3778.5,0.162150,0.158794,0.171574
11,1476141006.6424007,2243,1471,1565,6926,4508.7,0.095104,0.088718,0.105134,4851.5,0.094252,0.082449,0.111836,5180.6,0.128249,0.115817,0.134323,5210.4,0.126617,0.115155,0.143150
14,1476141014.0857403,2253,1469,1568,6927,2968.6,0.136796,0.134744,0.138136,2965.8,0.136828,0.134870,0.138208,3007.4,0.202102,0.199505,0.203728,3014.0,0.201762,0.199072,0.203265
24,1476141019.7847984,2258,1471,1569,6928,4056.3,0.107134,0.098612,0.115938,4099.0,0.106838,0.097586,0.116784,4326.9,0.150914,0.138666,0.159690,4335.1,0.149556,0.138406,0.161956
38,1476141025.8247204,2207,1472,1569,6928,3956.6,0.111416,0.101097,0.128650,3977.9,0.113374,0.100556,0.124467,4204.0,0.155430,0.142720,0.167658,4207.4,0.154599,0.142606,0.173395
5,1476141305.6155903,2070,1480,1559,6919,5596.8,0.079929,0.071470,0.095176,5529.1,0.078877,0.072345,0.094098,6340.3,0.104169,0.094632,0.123061,6339.0,0.106092,0.094652,0.127476
13,1476141313.0001893,2037,1480,1560,6920,2969.3,0.136273,0.134711,0.138337,2967.9,0.137242,0.134775,0.144607,3014.2,0.201593,0.199056,0.207253,3015.3,0.201549,0.198983,0.205490
34,1476141319.204438,2111,1480,1562,6919,3574.8,0.116848,0.111894,0.128316,3592.8,0.115067,0.111334,0.122629,3841.4,0.160195,0.156194,0.169413,3852.7,0.162100,0.155735,0.168977
40,1476141324.959892,2098,1477,1562,6921,3931.2,0.109700,0.101750,0.121817,3964.2,0.108112,0.100902,0.122903,4195.7,0.149927,0.143003,0.157158,4194.5,0.151398,0.143044,0.164740
7,1476141607.1592665,2062,1418,1589,6890,4632.8,0.093468,0.086341,0.098285,4899.6,0.089202,0.081639,0.094407,5192.7,0.124414,0.115547,0.131548,5234.5,0.124827,0.114623,0.129737
