CPU,Time,N0 free,N2 free,N4 free,N6 free,Copy: Best,Copy: Avg,Copy: Min,Copy: Max,Scale: Best,Scale: Avg,Scale: Min,Scale: Max,Add: Best,Add: Avg,Add: Min,Add: Max,Triad: Best,Triad: Avg,Triad: Min,Triad: Max
23,1476161117.2719321,3941,1738,1710,7252,2034.3,0.197436,0.196624,0.199797,2036.4,0.197671,0.196425,0.202153,2030.3,0.295990,0.295530,0.297242,2029.9,0.296356,0.295574,0.297722
33,1476161123.6356285,3969,1746,1717,7258,3550.2,0.117430,0.112669,0.124329,3581.7,0.119178,0.111680,0.128160,3817.5,0.169092,0.157172,0.187441,3766.0,0.166296,0.159320,0.179562
47,1476161130.0246518,3983,1748,1719,7258,3478.7,0.119372,0.114987,0.130869,3505.1,0.116562,0.114118,0.122612,3737.5,0.164303,0.160534,0.175908,3729.0,0.166928,0.160901,0.180442
9,1476161406.4596975,4043,1743,1591,7255,4555.0,0.096600,0.087815,0.099482,4909.0,0.091953,0.081483,0.095058,5147.2,0.127001,0.116567,0.130497,5160.8,0.126487,0.116260,0.129790
21,1476161417.1221764,4042,1749,1610,7258,2037.8,0.196432,0.196288,0.196632,2037.8,0.196431,0.196293,0.196741,2031.4,0.295526,0.295370,0.295776,2029.9,0.295666,0.295575,0.295825
24,1476161422.3782594,4059,1750,1590,7260,4115.6,0.097562,0.097192,0.099227,4133.6,0.096976,0.096767,0.098008,4362.3,0.137812,0.137542,0.138514,4366.5,0.137680,0.137411,0.137882
40,1476161428.2590241,4058,1750,1605,7261,3615.5,0.110844,0.110634,0.111034,3608.8,0.110991,0.110839,0.111159,3858.2,0.155849,0.155514,0.155993,3869.9,0.155366,0.155044,0.155594
10,1476161706.7428553,4022,1749,1721,7255,4518.9,0.096183,0.088518,0.100806,4926.7,0.091625,0.081191,0.099276,5182.9,0.125718,0.115766,0.135411,5203.2,0.125991,0.115313,0.137264
19,1476161717.413615,4021,1750,1721,7259,2037.9,0.196710,0.196276,0.197480,2038.7,0.196494,0.196200,0.197675,2032.5,0.295533,0.295200,0.295996,2033.5,0.295348,0.295057,0.295869
31,1476161723.6266935,4018,1751,1722,7261,3583.2,0.115907,0.111632,0.120198,3606.6,0.114475,0.110907,0.119091,3850.9,0.161753,0.155809,0.169321,3850.0,0.163146,0.155843,0.174592
46,1476161730.03366,4019,1752,1722,7261,3500.4,0.118491,0.114273,0.128250,3511.6,0.118776,0.113907,0.126752,3766.3,0.166135,0.159307,0.180722,3769.9,0.164884,0.159155,0.176847
8,1476162006.563765,3941,1750,1715,7252,4641.2,0.098630,0.086184,0.119408,4934.4,0.091838,0.081064,0.110463,5181.1,0.126252,0.115806,0.151442,5218.5,0.126336,0.114975,0.150198
15,1476162013.9755776,3930,1748,1720,7260,2969.1,0.137995,0.134723,0.142453,2963.1,0.137633,0.134995,0.140004,3012.6,0.202417,0.199166,0.204439,3012.3,0.202206,0.199181,0.204980
35,1476162020.2328947,3943,1751,1721,7260,3579.8,0.113615,0.111737,0.118755,3592.6,0.112796,0.111341,0.119355,3843.1,0.162957,0.156123,0.177981,3848.6,0.160365,0.155903,0.169423
42,1476162026.6194522,3934,1752,1721,7261,3501.0,0.120256,0.114254,0.130293,3498.5,0.119059,0.114334,0.134232,3750.6,0.166210,0.159976,0.183570,3754.6,0.166138,0.159802,0.182193
7,1476162306.0004723,4403,1751,1727,7269,4653.0,0.093775,0.085965,0.097702,4894.8,0.090339,0.081719,0.094536,5145.0,0.125015,0.116619,0.129249,5201.3,0.124287,0.115356,0.128468
20,1476162316.6355605,4399,1757,1727,7268,2043.6,0.195891,0.195730,0.196048,2044.8,0.195707,0.195622,0.195791,2037.1,0.294688,0.294536,0.294969,2037.1,0.294731,0.294532,0.295084
31,1476162322.7825615,4398,1757,1728,7269,3590.8,0.114154,0.111395,0.119098,3615.2,0.113863,0.110643,0.119297,3869.9,0.159816,0.155041,0.168526,3870.0,0.160287,0.155040,0.167723
37,1476162328.4002619,4398,1758,1728,7269,3999.8,0.105763,0.100004,0.110945,4019.9,0.105773,0.099506,0.113222,4235.0,0.149579,0.141677,0.159622,4226.9,0.148608,0.141948,0.155482
2,1476162605.9663043,4389,1755,1723,7261,5823.0,0.074097,0.068693,0.078797,5814.6,0.073305,0.068792,0.076698,6446.3,0.099445,0.093076,0.103136,6400.6,0.099849,0.093741,0.104741
13,1476162613.2165775,4397,1755,1720,7267,2991.3,0.134052,0.133721,0.134584,2987.8,0.134201,0.133878,0.134603,3033.7,0.198153,0.197778,0.198717,3037.1,0.197989,0.197555,0.198553
25,1476162618.8314588,4396,1757,1721,7268,4130.3,0.101331,0.096846,0.108207,4146.3,0.101391,0.096472,0.108250,4371.9,0.144101,0.137241,0.152448,4373.2,0.143729,0.137198,0.151751
47,1476162625.128569,4397,1757,1721,7268,3509.8,0.116355,0.113968,0.119931,3514.8,0.115763,0.113804,0.119961,3768.3,0.162994,0.159224,0.170938,3775.2,0.162561,0.158930,0.170127
2,1476162905.5470834,4386,1740,1697,7269,5844.6,0.073849,0.068439,0.079139,5817.8,0.073516,0.068755,0.077853,6540.4,0.098406,0.091737,0.105226,6581.3,0.097859,0.091167,0.102552
21,1476162916.1774561,4393,1740,1696,7268,2043.0,0.195899,0.195787,0.196292,2045.6,0.195689,0.195538,0.196041,2036.8,0.294703,0.294574,0.294929,2037.0,0.294715,0.294549,0.294947
29,1476162921.8693712,4391,1741,1709,7268,4118.0,0.103288,0.097135,0.108477,4147.7,0.102644,0.096439,0.110563,4363.2,0.144053,0.137514,0.152600,4363.3,0.143271,0.137511,0.151923
47,1476162928.3367414,4395,1741,1727,7269,3395.1,0.119544,0.117816,0.120228,3429.4,0.119498,0.116640,0.120423,3642.6,0.169373,0.164717,0.170764,3668.8,0.168725,0.163543,0.170095
9,1476163206.7167351,4402,1740,1725,7251,4659.5,0.094106,0.085846,0.097367,4941.6,0.090513,0.080945,0.095527,5184.8,0.124769,0.115723,0.128306,5227.9,0.124123,0.114768,0.127661
12,1476163214.0058992,4402,1740,1727,7263,2969.1,0.134818,0.134723,0.134994,2967.4,0.134885,0.134797,0.135120,3013.2,0.199389,0.199126,0.199610,3018.4,0.199188,0.198780,0.199448
32,1476163220.1434727,4402,1741,1729,7264,3599.4,0.111366,0.111129,0.111567,3615.6,0.110876,0.110633,0.111111,3876.0,0.154905,0.154797,0.155087,3879.9,0.154740,0.154644,0.154858
37,1476163225.759253,4400,1741,1729,7265,3995.1,0.101941,0.100124,0.103198,4012.2,0.101090,0.099697,0.101809,4230.7,0.142367,0.141822,0.142691,4230.7,0.142286,0.141820,0.142716
1,1476163505.2477,4405,1746,1727,7267,5884.1,0.073925,0.067980,0.078840,5836.6,0.074112,0.068533,0.077400,6545.4,0.099741,0.091667,0.104903,6577.1,0.099206,0.091226,0.103841
13,1476163512.5844505,4404,1748,1726,7267,2958.5,0.135640,0.135205,0.136517,2962.1,0.135627,0.135038,0.136405,3013.7,0.200350,0.199094,0.201200,3014.5,0.200193,0.199040,0.201167
34,1476163518.6050088,4405,1749,1726,7267,3597.4,0.111528,0.111190,0.111706,3611.0,0.111146,0.110774,0.112113,3874.0,0.155806,0.154879,0.159782,3874.0,0.155553,0.154879,0.158543
45,1476163524.7680604,4402,1750,1726,7267,3504.6,0.114943,0.114135,0.115561,3522.6,0.114447,0.113554,0.115804,3791.7,0.158760,0.158240,0.160763,3793.6,0.158851,0.158163,0.161929
6,1476163806.1370478,4388,1741,1726,7262,4699.2,0.093251,0.085121,0.096940,4961.5,0.090366,0.080620,0.094931,5218.4,0.124511,0.114977,0.127675,5240.5,0.123617,0.114494,0.127296
12,1476163813.4868188,4399,1747,1728,7262,2947.7,0.136735,0.135698,0.136985,2925.2,0.136990,0.136743,0.137115,2985.3,0.201232,0.200988,0.201415,2987.0,0.201029,0.200873,0.201209
27,1476163818.9122682,4399,1749,1729,7263,4135.8,0.096996,0.096717,0.097264,4155.8,0.096349,0.096251,0.096512,4375.5,0.137316,0.137126,0.137636,4379.4,0.137145,0.137006,0.137566
42,1476163825.0527527,4399,1749,1729,7263,3516.9,0.114331,0.113738,0.115402,3531.6,0.114007,0.113264,0.114803,3800.9,0.158305,0.157858,0.159282,3801.7,0.158158,0.157824,0.158702
7,1476164106.515607,4403,1747,1729,7264,4700.8,0.092625,0.085092,0.098554,4940.5,0.089357,0.080964,0.096180,5248.7,0.121740,0.114314,0.129080,5232.4,0.121085,0.114669,0.128333
21,1476164117.154857,4404,1750,1729,7265,2042.9,0.195856,0.195800,0.195983,2043.9,0.195802,0.195705,0.195875,2035.8,0.294802,0.294725,0.294919,2035.2,0.294899,0.294817,0.295141
28,1476164122.4440808,4403,1750,1729,7265,4129.3,0.098953,0.096868,0.107842,4154.4,0.098157,0.096283,0.107291,4372.5,0.139114,0.137220,0.149230,4371.7,0.139879,0.137247,0.150725
44,1476164128.9519138,4402,1751,1729,7265,3337.1,0.120175,0.119865,0.120427,3343.3,0.120311,0.119643,0.120653,3542.7,0.170876,0.169362,0.171226,3549.9,0.170261,0.169021,0.170554
2,1476164406.1093993,4308,1752,1724,7266,5739.0,0.080714,0.069699,0.092854,5746.7,0.079637,0.069605,0.093096,6447.4,0.106222,0.093061,0.127954,6493.2,0.108541,0.092405,0.124052
14,1476164413.4724743,4350,1753,1724,7268,2971.0,0.136476,0.134633,0.138739,2968.0,0.136689,0.134771,0.139490,3015.2,0.200698,0.198993,0.202586,3017.8,0.200926,0.198820,0.202812
31,1476164419.740833,4328,1754,1725,7269,3586.2,0.116824,0.111539,0.137031,3602.1,0.116011,0.111047,0.125436,3849.8,0.162207,0.155853,0.178545,3857.6,0.160996,0.155538,0.178754
37,1476164425.7474432,4354,1754,1726,7269,3964.0,0.109162,0.100909,0.114230,3989.1,0.109811,0.100273,0.116640,4205.0,0.152964,0.142687,0.160596,4130.8,0.153662,0.145251,0.163821
2,1476164705.2842324,4411,1705,1767,7267,5683.4,0.075828,0.070380,0.078195,5766.4,0.074671,0.069368,0.076581,6548.6,0.100487,0.091623,0.103140,6426.5,0.100280,0.093363,0.102632
23,1476164715.9176629,4413,1705,1766,7269,2044.4,0.195868,0.195657,0.196357,2045.7,0.195652,0.195535,0.195929,2037.1,0.294659,0.294536,0.295044,2037.1,0.294706,0.294539,0.295384
26,1476164721.4794023,4411,1705,1767,7270,4126.5,0.099849,0.096935,0.108470,4151.8,0.099763,0.096344,0.108205,4371.1,0.142372,0.137266,0.152456,4374.6,0.142018,0.137155,0.151772
44,1476164727.9995804,4411,1706,1767,7270,3326.6,0.120386,0.120241,0.120469,3323.3,0.120507,0.120361,0.120706,3507.4,0.171157,0.171065,0.171413,3522.8,0.170494,0.170320,0.170681
6,1476165006.2953053,4403,1708,1766,7267,4694.7,0.091866,0.085203,0.100556,5016.7,0.088295,0.079733,0.093299,5255.0,0.122052,0.114177,0.128188,5261.4,0.121506,0.114037,0.127235
19,1476165016.913024,4417,1708,1766,7268,2046.4,0.195562,0.195465,0.195653,2048.8,0.195423,0.195233,0.195673,2040.1,0.294229,0.294103,0.294633,2040.1,0.294328,0.294098,0.294701
27,1476165022.1348214,4422,1709,1767,7269,4123.5,0.097407,0.097006,0.099067,4157.9,0.096461,0.096203,0.097466,4374.0,0.137352,0.137174,0.137705,4375.3,0.137396,0.137134,0.137681
47,1476165028.6489635,4418,1709,1767,7269,3329.0,0.120267,0.120156,0.120405,3329.3,0.120466,0.120145,0.120772,3512.3,0.171060,0.170829,0.171568,3527.1,0.170319,0.170111,0.170498
10,1476165306.6722295,4413,1705,1766,7272,4448.8,0.094799,0.089912,0.096472,4551.7,0.091988,0.087879,0.093385,4937.9,0.126517,0.121509,0.127791,4982.0,0.125777,0.120433,0.127480
15,1476165314.144406,4416,1706,1766,7272,2976.6,0.134469,0.134381,0.134571,2975.1,0.134596,0.134451,0.135159,3020.2,0.198820,0.198665,0.199139,3020.8,0.198732,0.198622,0.198886
35,1476165320.15854,4415,1706,1767,7272,3605.8,0.111411,0.110933,0.111892,3612.4,0.111076,0.110730,0.111743,3876.2,0.155349,0.154791,0.156815,3877.6,0.155466,0.154734,0.158018
41,1476165325.8395376,4397,1706,1767,7272,3989.7,0.104782,0.100257,0.110858,4002.2,0.104791,0.099946,0.113011,4230.4,0.146378,0.141832,0.156340,4231.3,0.146810,0.141801,0.164674
8,1476165606.256185,4407,1703,1767,7265,4590.3,0.092974,0.087140,0.096602,4898.1,0.090183,0.081665,0.093132,5171.5,0.124923,0.116021,0.128170,5072.4,0.124516,0.118288,0.127678
20,1476165616.8904557,4417,1702,1766,7270,2043.4,0.195818,0.195755,0.195859,2045.2,0.195788,0.195580,0.196106,2036.5,0.294733,0.294618,0.294890,2035.8,0.294841,0.294718,0.294998
26,1476165622.3084052,4417,1703,1766,7272,4122.8,0.097138,0.097022,0.097263,4158.4,0.096349,0.096190,0.096561,4373.5,0.137375,0.137190,0.137589,4379.8,0.137175,0.136992,0.137399
37,1476165627.9771507,4416,1703,1766,7272,3982.0,0.107371,0.100452,0.110898,3998.4,0.107109,0.100040,0.110636,4230.8,0.150958,0.141817,0.155357,4229.6,0.150714,0.141856,0.154984
3,1476165905.6609023,4422,1709,1761,7266,5854.3,0.074425,0.068326,0.078066,5711.7,0.073749,0.070031,0.076950,6504.6,0.099102,0.092242,0.103144,6571.3,0.099044,0.091306,0.103156
19,1476165916.3035147,4422,1709,1765,7266,2042.9,0.195859,0.195799,0.195979,2044.7,0.195850,0.195629,0.196289,2035.4,0.294912,0.294781,0.295347,2035.7,0.294884,0.294733,0.295083
35,1476165922.4383073,4425,1709,1767,7267,3569.9,0.114295,0.112048,0.118152,3601.4,0.114016,0.111069,0.118058,3874.1,0.159375,0.154876,0.168142,3877.4,0.159164,0.154744,0.167357
45,1476165928.8268263,4425,1709,1766,7268,3506.4,0.118291,0.114078,0.121568,3522.2,0.117855,0.113566,0.121642,3776.4,0.165954,0.158883,0.171144,3782.1,0.165626,0.158643,0.170959
5,1476166205.9018345,4407,1709,1765,7268,5767.2,0.074671,0.069358,0.079943,5757.5,0.074384,0.069475,0.080002,6482.3,0.099229,0.092559,0.104589,6514.8,0.098530,0.092098,0.103588
22,1476166216.5377364,4418,1708,1765,7271,2043.8,0.195950,0.195712,0.196168,2046.2,0.195659,0.195482,0.195775,2038.0,0.294794,0.294402,0.295135,2038.4,0.294662,0.294342,0.295027
25,1476166222.352955,4418,1710,1767,7273,4090.1,0.106219,0.097797,0.108442,4043.7,0.106305,0.098918,0.108253,4344.0,0.150371,0.138122,0.152448,4338.3,0.150013,0.138303,0.152000
36,1476166228.135784,4418,1710,1767,7273,3729.7,0.109047,0.107247,0.110398,3743.3,0.108717,0.106857,0.110541,3975.1,0.152996,0.150941,0.155259,4001.7,0.152423,0.149937,0.154801
6,1476166506.6017973,4271,1707,1764,7244,4668.9,0.095652,0.085673,0.107376,4877.4,0.091756,0.082011,0.106416,5224.3,0.125194,0.114848,0.134660,5221.4,0.125879,0.114912,0.133792
20,1476166517.2691467,4276,1707,1763,7245,2036.7,0.196831,0.196395,0.197725,2038.4,0.196674,0.196236,0.197402,2031.5,0.295701,0.295347,0.296017,2031.8,0.295684,0.295298,0.295924
25,1476166523.0599341,4248,1707,1764,7245,4083.9,0.103869,0.097945,0.116173,4111.3,0.105922,0.097293,0.120686,4325.9,0.150059,0.138700,0.165887,4336.3,0.148433,0.138367,0.172300
38,1476166528.8269346,4234,1706,1764,7244,3948.3,0.108568,0.101309,0.115196,3976.5,0.106697,0.100590,0.111831,4190.4,0.150092,0.143184,0.157338,4184.5,0.152165,0.143388,0.165190
10,1476166806.086916,4224,1705,1758,7174,4695.6,0.090856,0.085186,0.098203,4971.9,0.087566,0.080453,0.093940,5228.0,0.121985,0.114767,0.127646,5256.3,0.121041,0.114148,0.126728
18,1476166816.9482968,4237,1708,1757,7183,2037.9,0.196324,0.196277,0.196403,2037.9,0.196341,0.196280,0.196469,2032.0,0.295405,0.295269,0.295696,2030.9,0.295523,0.295438,0.295606
34,1476166823.0399482,4238,1709,1759,7208,3575.7,0.113273,0.111865,0.118380,3594.9,0.112978,0.111269,0.118057,3871.5,0.157909,0.154978,0.167919,3875.8,0.157669,0.154806,0.167319
38,1476166828.865827,4238,1710,1760,7146,3667.6,0.109816,0.109063,0.110734,3677.8,0.109763,0.108762,0.110784,3925.4,0.154116,0.152851,0.155590,3938.1,0.153583,0.152357,0.155089
10,1476167106.5152183,4214,1705,1764,7260,4661.2,0.093719,0.085814,0.110282,4913.0,0.088534,0.081416,0.094596,5190.5,0.124245,0.115596,0.140077,5229.6,0.127366,0.114731,0.138970
23,1476167117.20423,4215,1670,1763,7258,2033.3,0.196933,0.196726,0.197422,2034.1,0.196825,0.196648,0.196992,2028.0,0.296038,0.295852,0.296237,2026.9,0.296341,0.296013,0.296894
34,1476167123.5236301,4166,1638,1764,7259,3566.8,0.114707,0.112145,0.118956,3575.7,0.117956,0.111865,0.129411,3823.3,0.164810,0.156932,0.183818,3837.8,0.164906,0.156341,0.174996
41,1476167129.2748652,4169,1637,1764,7259,3938.3,0.109037,0.101566,0.128655,3968.8,0.109926,0.100785,0.120157,4187.5,0.151373,0.143283,0.158031,4174.2,0.152078,0.143741,0.166956
1,1476167405.7663698,4326,1604,1761,7263,5831.3,0.075401,0.068595,0.079812,5778.9,0.074322,0.069218,0.076960,6517.6,0.099678,0.092058,0.104731,6548.1,0.099464,0.091629,0.102975
13,1476167413.1775446,4327,1643,1762,7262,2907.5,0.137765,0.137574,0.138008,2906.3,0.137762,0.137634,0.137899,2965.3,0.202506,0.202339,0.202858,2966.8,0.202484,0.202236,0.202991
25,1476167418.446468,4327,1631,1764,7263,4134.2,0.097666,0.096753,0.101245,4153.7,0.096929,0.096299,0.098706,4373.2,0.138139,0.137199,0.141259,4375.9,0.137751,0.137115,0.139964
36,1476167424.146368,4327,1630,1765,7264,4007.4,0.108000,0.099816,0.110412,4019.2,0.108273,0.099522,0.110684,4231.0,0.151890,0.141811,0.155224,4231.3,0.151597,0.141799,0.154726
8,1476167706.481168,4380,1615,1724,7271,4679.5,0.093180,0.085479,0.097326,4983.5,0.089203,0.080264,0.093782,5172.2,0.123946,0.116006,0.128305,5230.6,0.125127,0.114710,0.139616
16,1476167713.8667092,4378,1570,1708,7271,2969.3,0.136984,0.134710,0.138336,2967.2,0.137451,0.134805,0.140205,3010.9,0.201682,0.199273,0.203292,3012.2,0.202042,0.199190,0.206402
28,1476167719.5653186,4390,1582,1711,7272,4083.9,0.105855,0.097946,0.109565,4083.1,0.106588,0.097964,0.116854,4155.8,0.152466,0.144377,0.169697,4356.5,0.149770,0.137726,0.159133
37,1476167725.2674422,4392,1594,1720,7273,3979.7,0.107338,0.100511,0.111711,3986.8,0.106896,0.100331,0.111778,4213.3,0.152892,0.142406,0.170186,4219.2,0.152311,0.142206,0.167842
6,1476168006.8254,4401,1704,1759,7268,4695.8,0.092432,0.085183,0.096562,5004.7,0.088592,0.079925,0.093451,5250.4,0.122811,0.114277,0.127983,5250.4,0.122301,0.114277,0.127116
16,1476168014.102317,4406,1708,1759,7268,2971.9,0.134727,0.134593,0.135186,2971.0,0.134758,0.134636,0.134942,3015.5,0.199175,0.198973,0.199918,3017.0,0.198985,0.198872,0.199296
26,1476168019.7116032,4401,1709,1760,7269,4061.0,0.105366,0.098498,0.108440,4109.9,0.104612,0.097325,0.108122,4336.7,0.148141,0.138353,0.152243,4340.4,0.147413,0.138237,0.151678
41,1476168025.0848153,4403,1709,1760,7270,4014.6,0.099939,0.099636,0.100391,4022.3,0.099652,0.099445,0.100181,4235.7,0.141763,0.141652,0.142010,4241.1,0.141643,0.141474,0.142235
10,1476168306.485231,4430,1705,1767,7272,4704.6,0.095066,0.085023,0.096572,5001.3,0.091430,0.079980,0.093052,5250.8,0.126154,0.114269,0.127837,5141.0,0.125848,0.116708,0.127272
16,1476168313.7160835,4434,1705,1767,7272,2996.2,0.133715,0.133504,0.134062,2991.3,0.133870,0.133723,0.134236,3040.9,0.197592,0.197310,0.198069,3042.0,0.197527,0.197236,0.197858
33,1476168319.7130823,4433,1706,1767,7272,3601.0,0.111383,0.111081,0.111600,3618.5,0.110744,0.110542,0.111047,3880.7,0.154747,0.154611,0.155104,3882.0,0.154686,0.154558,0.154810
40,1476168325.5144386,4433,1706,1768,7272,4009.4,0.104803,0.099765,0.110172,4024.4,0.105470,0.099393,0.110598,4242.4,0.148818,0.141428,0.155329,4242.3,0.148849,0.141431,0.154794
0,1476168606.0464702,4376,1750,1769,7266,5835.2,0.075552,0.068550,0.080457,5767.3,0.075336,0.069356,0.081128,6506.1,0.100601,0.092221,0.113551,6515.6,0.099503,0.092087,0.109036
23,1476168616.6959307,4365,1754,1767,7265,2045.0,0.195836,0.195596,0.196269,2046.4,0.195590,0.195466,0.195724,2037.6,0.294535,0.294463,0.294661,2038.3,0.294621,0.294359,0.295079
24,1476168622.1944454,4363,1756,1769,7266,4111.9,0.103239,0.097279,0.108463,4141.2,0.102769,0.096590,0.108266,4361.2,0.143926,0.137577,0.152286,4367.7,0.144234,0.137371,0.151784
39,1476168627.6850393,4362,1757,1770,7266,4009.7,0.101583,0.099759,0.110211,4024.5,0.101148,0.099392,0.110419,4240.4,0.143779,0.141496,0.157192,4243.8,0.144180,0.141382,0.157809
5,1476168905.2570634,4332,1752,1769,7264,5711.1,0.076858,0.070039,0.088830,5695.6,0.074515,0.070229,0.077609,6455.4,0.101283,0.092945,0.107887,6449.9,0.102120,0.093024,0.111641
12,1476168912.6052177,4338,1751,1770,7269,2972.9,0.136506,0.134550,0.139022,2971.7,0.136391,0.134605,0.137874,3017.5,0.200886,0.198843,0.202575,3017.6,0.201252,0.198831,0.205385
28,1476168918.1316533,4349,1752,1770,7269,4109.8,0.104170,0.097328,0.108389,4126.7,0.104029,0.096930,0.108487,4361.4,0.147305,0.137570,0.152335,4357.7,0.147142,0.137687,0.151857
41,1476168923.7706165,4344,1752,1770,7270,4004.0,0.105994,0.099901,0.110959,4011.5,0.107158,0.099714,0.121709,4235.0,0.149471,0.141678,0.155609,4233.9,0.149108,0.141714,0.154990
2,1476169205.3750505,4381,1760,1772,7270,5820.4,0.074143,0.068724,0.078353,5838.3,0.073499,0.068513,0.077205,6548.8,0.098995,0.091620,0.106366,6577.1,0.098293,0.091226,0.104243
14,1476169212.7464144,4395,1759,1770,7270,2954.5,0.136412,0.135388,0.137113,2956.0,0.136440,0.135317,0.137108,3006.9,0.201339,0.199540,0.202133,3009.4,0.201117,0.199375,0.201939
27,1476169217.9578261,4394,1760,1771,7271,4129.0,0.097035,0.096875,0.097309,4155.4,0.096434,0.096261,0.096897,4373.7,0.137529,0.137185,0.138530,4374.2,0.137301,0.137167,0.137613
43,1476169224.1046584,4393,1760,1771,7271,3506.0,0.114383,0.114091,0.114708,3519.9,0.113903,0.113639,0.114292,3790.9,0.158489,0.158274,0.158805,3792.1,0.158345,0.158223,0.158441
9,1476169506.7022476,4319,1761,1772,7267,4200.3,0.099428,0.095231,0.105619,4792.8,0.092757,0.083458,0.098532,5187.5,0.127011,0.115663,0.143932,5164.0,0.129443,0.116188,0.144762
14,1476169514.088828,4265,1763,1771,7266,2968.3,0.137439,0.134758,0.142761,2971.4,0.137878,0.134616,0.142980,3008.4,0.201916,0.199442,0.208368,3014.5,0.202362,0.199035,0.207803
34,1476169520.3689804,4277,1763,1772,7267,3590.9,0.117703,0.111394,0.130080,3595.7,0.116316,0.111243,0.139282,3850.2,0.163941,0.155837,0.186025,3851.6,0.164776,0.155779,0.190032
43,1476169526.7482758,4297,1764,1772,7267,3506.9,0.118532,0.114060,0.134943,3518.3,0.118133,0.113692,0.143627,3773.5,0.164552,0.159003,0.189906,3772.6,0.165858,0.159042,0.181508
0,1476169805.2096038,4389,1756,1765,7265,5685.3,0.075499,0.070357,0.078434,5682.2,0.074262,0.070395,0.077107,6421.8,0.099483,0.093432,0.102858,6438.2,0.098577,0.093194,0.102619
15,1476169812.4678445,4395,1757,1769,7270,2978.3,0.134368,0.134305,0.134472,2977.6,0.134478,0.134335,0.134637,3023.6,0.198579,0.198437,0.198704,3026.6,0.198503,0.198239,0.198716
25,1476169818.113289,4395,1758,1769,7271,3969.7,0.107137,0.100764,0.108459,3849.0,0.107188,0.103923,0.108217,4072.4,0.151420,0.147334,0.152453,4121.6,0.150802,0.145574,0.152929
47,1476169824.2875009,4394,1758,1770,7271,3511.4,0.114322,0.113914,0.114984,3518.8,0.113922,0.113676,0.114358,3770.6,0.159687,0.159127,0.160516,3772.5,0.159580,0.159044,0.160745
8,1476170106.621746,4389,1764,1767,7270,4708.7,0.092265,0.084950,0.096487,4994.1,0.088735,0.080095,0.093293,5243.7,0.122815,0.114423,0.127653,5266.8,0.122363,0.113921,0.127180
17,1476170113.8490806,4393,1764,1767,7272,2996.0,0.133639,0.133510,0.133904,2993.0,0.133804,0.133645,0.134091,3041.6,0.197484,0.197264,0.198029,3043.1,0.197427,0.197168,0.198006
29,1476170119.2289393,4393,1764,1767,7272,4126.8,0.099911,0.096927,0.108665,4159.4,0.099926,0.096168,0.108188,4373.3,0.142228,0.137195,0.152272,4376.3,0.142061,0.137102,0.151767
47,1476170125.7086542,4392,1764,1768,7273,3371.5,0.119508,0.118640,0.120004,3386.2,0.119533,0.118125,0.120590,3578.6,0.169844,0.167662,0.170939,3585.1,0.169238,0.167359,0.170310
1,1476170405.7243037,4373,1760,1765,7268,5851.2,0.074256,0.068362,0.078236,5798.3,0.073984,0.068986,0.076804,6527.0,0.099004,0.091926,0.103469,6542.5,0.098759,0.091708,0.103644
23,1476170416.3423295,4380,1759,1768,7269,2047.0,0.195577,0.195411,0.195996,2049.7,0.195343,0.195151,0.195952,2040.9,0.294182,0.293995,0.294715,2041.2,0.294124,0.293951,0.294590
27,1476170421.76335,4386,1760,1770,7271,4130.8,0.097127,0.096834,0.098376,4155.6,0.096537,0.096255,0.097331,4373.7,0.137329,0.137183,0.137819,4376.1,0.137204,0.137108,0.137334
39,1476170427.6121867,4385,1760,1770,7272,3636.3,0.110241,0.110003,0.110330,3627.6,0.110401,0.110266,0.110562,3875.5,0.154937,0.154818,0.155059,3887.4,0.154467,0.154343,0.154622
11,1476170705.8332305,4385,1758,1770,7268,4704.1,0.090023,0.085032,0.096654,4992.2,0.086484,0.080125,0.093050,5254.6,0.120656,0.114185,0.128040,5248.3,0.120102,0.114322,0.127524
23,1476170716.4698613,4386,1763,1770,7268,2042.1,0.196001,0.195878,0.196190,2043.3,0.195843,0.195761,0.195929,2037.0,0.294672,0.294544,0.294817,2037.6,0.294595,0.294470,0.294710
31,1476170722.4789193,4390,1764,1770,7268,3598.4,0.111554,0.111160,0.112234,3616.0,0.110979,0.110621,0.111392,3879.3,0.155225,0.154668,0.156288,3882.4,0.155157,0.154543,0.156483
47,1476170728.6104012,4389,1764,1770,7268,3524.1,0.113760,0.113505,0.113960,3532.3,0.113558,0.113242,0.113745,3795.8,0.158185,0.158069,0.158306,3798.9,0.158055,0.157942,0.158219
3,1476171005.1612458,4382,1684,1707,7266,5716.7,0.075193,0.069970,0.081024,5783.3,0.074132,0.069165,0.077093,6418.3,0.099235,0.093483,0.103597,6469.8,0.099048,0.092738,0.103173
18,1476171015.8269377,4391,1688,1670,7269,2038.8,0.196405,0.196193,0.196631,2038.1,0.196406,0.196258,0.196529,2032.0,0.295474,0.295272,0.295816,2031.3,0.295633,0.295372,0.296096
35,1476171021.928581,4393,1762,1686,7271,3621.3,0.111749,0.110458,0.118097,3609.3,0.111987,0.110824,0.119534,3863.2,0.159792,0.155311,0.172986,3865.7,0.159293,0.155211,0.175038
